Name,Country,Province,Population,Longitude,Latitude
Sagaing,MYA,Sagaing,,,
Saharanpur,IND,Uttar Pradesh,374945.0,,
Sahiwal,PK,Pakistan,150954.0,,
Saidpur,BD,Bangladesh,105000.0,,
Saigon,VN,Vietnam,3924435.0,106.5,10.5
Saint Albans,GB,Hertfordshire,127700.0,,
Saint Catharines,CDN,Ontario,129300.0,,
Saint Etienne,F,Rhone Alpes,199396.0,,
Saint Georges,WG,Grenada,30000.0,-61.4,12.4
Saint Helens,GB,Merseyside,180200.0,,
Saint Helier,GBJ,Jersey,,-2.1,49.2
Saint Johns,AG,Antigua and Barbuda,36000.0,-61.5,17.3
Saint Johns,CDN,Newfoundland,143390.0,-52.5,47.3
Saint Louis,SN,Saint Louis,122000.0,,
Saint Peter Port,GBG,Guernsey,,-2.6,49.6
Saint-Denis,REUN,Reunion,158139.0,55.5,-20.9
Saint-Pierre,SPMI,Saint Pierre and Miquelon,5618.0,-56.0,47.0
Saipan,NMIS,Northern Mariana Islands,,145.45,15.12
Sakarya,TR,Sakarya,,,
Salamanca,E,Castile and Leon,167382.0,,
Salamanca,MEX,Guanajuato,123190.0,,
Salavat,R,Rep. of Bashkortostan,156000.0,,
Salem,IND,Tamil Nadu,366712.0,,
Salem,USA,Oregon,107793.0,-123.017,44.9167
Salerno,I,Campania,151374.0,,
Salford,GB,Greater Manchester,230700.0,,
Salgotarjan,H,Nograd,,,
Salinas,USA,California,108777.0,-121.6,36.6667
Salisbury,GB,Wiltshire,109800.0,,
Salt Lake City,USA,Utah,159928.0,-112.0,40.4
Salta,RA,Salta,370904.0,-65.3,-24.5
Saltillo,MEX,Coahuila,420947.0,-101.0,25.3
Salvador,BR,Bahia,2209465.0,-38.5,-13.0
Salzburg,A,Salzburg,144000.0,13.2,47.49
Salzgitter,D,Niedersachsen,117842.0,,
Samara,R,Samarskaya oblast,1184000.0,,
Samarinda,RI,Indonesia,407339.0,,
Samarqand,UZB,Samarqand,368000.0,,
Samarra,IRQ,Salah ad Din,,,
Samsun,TR,Samsun,326900.0,,
San Andres,CO,San Andres y Providencia,,,
San Antonio,USA,Texas,959295.0,-98.4,29.3
San Bernardino,USA,California,170036.0,,
San Carlos,YV,Cojedes,,,
San Cristobal,YV,Tachira,220675.0,,
San Diego,USA,California,1110623.0,-117.167,32.7333
San Felipe,YV,Yaracuy,,,
San Fernando,YV,Apure,,,
San Fernando del Valle de Catamarca,RA,Catamarca,132626.0,-65.5,-28.3
San Francisco,USA,California,723959.0,-122.383,37.6167
San Isidro,RA,Buenos Aires,299022.0,,
San Jose,CR,San Jose,296600.0,-84.2,10.0
San Jose,USA,California,782224.0,-121.933,37.3667
San Jose del Guaviare,CO,Guaviare,,,
San Juan,PR,Puerto Rico,,-66.12,18.49
San Juan,RA,San Juan,352691.0,-68.3,-31.3
San Juan,YV,Guarico,,,
San Luis,RA,San Luis,110136.0,-66.2,-33.2
San Luis Potosi,MEX,San Luis Potosi,488238.0,-101.0,22.1
San Marino,RSM,San Marino,4416.0,12.2,43.5
San Miguel de Tucuman,RA,Tucuman,622324.0,-65.2,-26.5
San Miguelito,PA,Panama,243000.0,,
San Nicolas de los Arroyos,RA,Buenos Aires,119302.0,,
San Nicolas de los Garza,MEX,Nuevo Leon,436603.0,,
San Pedro Garza Garcia,MEX,Nuevo Leon,113017.0,,
San Pedro Sula,HCA,Cortes,325900.0,,
San Salvador,ES,El Salvador,422570.0,-89.2167,13.7
San Salvador de Jujuy,RA,Jujuy,180102.0,-65.2,-24.1
Sanaa,YE,Yemen,427185.0,44.11,15.21
Sanandaj,IR,Kordestan,277314.0,,
Sanchuung,RC,Taiwan,382880.0,,
Sancti Spiritus,C,Sancti Spiritus,,,
Sandakan,MAL,Sabah,223432.0,,
Sandwell,GB,West Midlands,293700.0,,
Sankt Gallen,CH,SG,74106.0,,
Sankt Peterburg,R,Sankt Peterburg,4838000.0,,
Sanmenxia,TJ,Henan,120523.0,,
Sanming,TJ,Fujian,160691.0,,
Santa Ana,ES,El Salvador,202337.0,,
Santa Ana,USA,California,293827.0,-117.867,33.75
Santa Barbara,HCA,Santa Barbara,,,
Santa Barbara dOeste,BR,Sao Paulo,161020.0,,
Santa Clara,C,Villa Clara,205400.0,,
Santa Clarita,USA,California,120050.0,,
Santa Coloma de Gramanet,E,Catalonia,131764.0,,
Santa Cruz de Tenerife,E,Canary Islands,203929.0,,
Santa Cruz do Sul,BR,Rio Grande do Sul,100562.0,,
Santa Fe,RA,Santa Fe,406388.0,-60.5,-31.5
Santa Fe,USA,New Mexico,48899.0,-106.0,35.4
Santa Luzia,BR,Paraiba,152682.0,,
Santa Maria,BR,Rio Grande do Sul,226226.0,,
Santa Marta,CO,Magdalena,309372.0,,
Santa Rita,BR,Paraiba,105584.0,,
Santa Rosa,RA,La Pampa,107000.0,-64.2,-36.4
Santa Rosa,USA,California,113261.0,-122.817,38.5167
Santa Rosa de Copan,HCA,Copan,21500.0,,
Santander,E,Cantabria,194822.0,,
Santarem,BR,Para,242765.0,,
Santarem,P,Santarem,,,
Santiago,PA,Veraguas,61000.0,,
Santiago,RCH,Chile,4318000.0,-70.7,-33.45
Santiago de Compostella,E,Galicia,,,
Santiago de Cuba,C,Santiago de Cuba,440084.0,,
Santiago del Estero,RA,Santiago de Estero,148000.0,-64.2,-28.0
Santiago del Estero La Banda,RA,Santiago de Estero,263471.0,,
Santo Andre,BR,Sao Paulo,625294.0,,
Santo Domingo,DOM,Dominican Republic,1400000.0,-69.9,18.4833
Santos,BR,Sao Paulo,412288.0,,
Sanya,TJ,Hainan,102820.0,,
Sao Bernardo do Campo,BR,Sao Paulo,658791.0,,
Sao Caetano do Sul,BR,Sao Paulo,140808.0,,
Sao Carlos,BR,Sao Paulo,175295.0,,
Sao Goncalo,BR,Rio de Janeiro,827967.0,,
Sao Joao de Meriti,BR,Rio de Janeiro,433713.0,,
Sao Jose,BR,Santa Catarina,147490.0,,
Sao Jose do Rio Preto,BR,Sao Paulo,323418.0,,
Sao Jose dos Campos,BR,Sao Paulo,485780.0,,
Sao Jose dos Pinhais,BR,Parana,167286.0,,
Sao Leopoldo,BR,Rio Grande do Sul,180741.0,,
Sao Luis,BR,Maranhao,781068.0,-44.1,-2.3
Sao Paulo,BR,Sao Paulo,9811776.0,-46.6333,-23.55
Sao Tome,STP,Sao Tome and Principe,,7.0,0.0
Sao Vicente,BR,Sao Paulo,279620.0,,
Sapele,WAN,Nigeria,123000.0,,
Sapporo,J,Hokkaido,1748000.0,141.35,43.0667
Sapucaia do Sul,BR,Rio Grande do Sul,113992.0,,
Saraburi,THA,Thailand,107000.0,,
Sarajevo,BIH,Bosnia and Herzegovina,,18.4,43.9
Saransk,R,Rep. of Mordovia,320000.0,,
Sarapul,R,Udmurt Republic,109000.0,,
Saratov,R,Saratovskaya oblast,895000.0,,
Sargodha,PK,Pakistan,291362.0,,
Sari,IR,Mazandaran,167602.0,,
Sarnen,CH,OW,,,
Saskatoon,CDN,Saskatchewan,186058.0,-107.0,52.0
Sassari,I,Sardegna,120011.0,,
Satu Mare,RO,Satu Mare,137000.0,,
Saurimo,ANG,Lunda Sul,,,
Savannah,USA,Georgia,137812.0,-81.2,32.1333
Savar,BD,Bangladesh,115000.0,,
Scarborough,CDN,Ontario,524598.0,,
Scarborough,GB,North Yorkshire,108700.0,,
Schaffhausen,CH,SH,,,
Schwerin,D,Mecklenburg Vorpommern,118291.0,11.5,53.9
Schwyz,CH,SZ,,,
Scottsdale,USA,Arizona,130075.0,,
Seattle,USA,Washington,516259.0,,
Sefton,GB,Merseyside,292400.0,,
Sekondi,GH,Ghana,31916.0,,
Selayang Baru,MAL,Selangor,124606.0,,
Semarang,RI,Indonesia,1250971.0,,
Semey,KAZ,Semey,320200.0,,
Semnan,IR,Semnan,,,
Sendai,J,Miyagi,967000.0,,
Seoul,ROK,South Korea,10229262.0,126.967,37.5667
Seremban,MAL,Negeri Sembilan,182584.0,,
Serov,R,Sverdlovskaya oblast,100000.0,,
Serpukhov,R,Moskovskaya oblast,139000.0,,
Serra,BR,Espirito Santo,266851.0,,
Sete Lagoas,BR,Minas Gerais,167112.0,,
Setif,DZ,Algeria,170182.0,,
Setubal,P,Setubal,77885.0,,
Sevastopol,UA,Krym,361000.0,,
Sevenoaks,GB,Kent,109400.0,,
Severodvinsk,R,Arkhangelskaya oblast,241000.0,,
Seversk,R,Tomskaya oblast,110000.0,,
Sevilla,E,Andalusia,714148.0,,
Sfintu Gheorghe,RO,Covasna,,,
Shagamu,WAN,Nigeria,104000.0,,
Shah Alam,MAL,Selangor,101733.0,,
Shahr e Kord,IR,Chahar Mahal e Bakhtiari,,,
Shakhty,R,Rostovskaya oblast,230000.0,,
Shaki,WAN,Nigeria,154000.0,,
Shanghai,TJ,Shanghai (munic.),7830000.0,121.433,31.2
Shangqiu,TJ,Henan,164880.0,,
Shangrao,TJ,Jiangxi,132455.0,,
Shangzhi,TJ,Heilongjiang,215373.0,,
Shantou,TJ,Guangdong,578630.0,,
Shanwei,TJ,Guangdong,107847.0,,
Shaoguan,TJ,Guangdong,350043.0,,
Shaoxing,TJ,Zhejiang,179818.0,,
Shaoyang,TJ,Hunan,247227.0,,
Sharjah,UAE,Ash Shariqah,125123.0,,
Shashi,TJ,Hubei,281352.0,,
Shchyolkovo,R,Moskovskaya oblast,108000.0,,
Sheffield,GB,South Yorkshire,530100.0,,
Sheikhupura,PK,Pakistan,141168.0,,
Shenyang,TJ,Liaoning,4540000.0,123.3,42.0
Shenzhen,TJ,Guangdong,350727.0,,
Shibin el Kom,ET,El Minufiya,136000.0,,
Shihezi,TJ,Xinjiang Uygur,299676.0,,
Shijiazhuang,TJ,Hebei,1320000.0,114.5,38.0
Shillong,IND,Meghalaya,,91.5,25.4
Shinyanga,EAT,Shinyanga,100724.0,,
Shiraz,IR,Fars,1042801.0,52.3,29.4
Shishou,TJ,Hubei,104571.0,,
Shiyan,TJ,Hubei,273786.0,,
Shizuishan,TJ,Ningxia Huizu,257862.0,,
Shizuoka,J,Shizuoka,,,
Shkoder,AL,Albania,62000.0,19.2,42.2
Sholapur,IND,Maharashtra,604215.0,,
Shomolu,WAN,Nigeria,130000.0,,
Shreveport,USA,Louisiana,198525.0,,
Shrewsbury,GB,Shropshire,,,
Shuangcheng,TJ,Heilongjiang,142659.0,,
Shuangyashan,TJ,Heilongjiang,386081.0,,
Shubra el Kheima,ET,El Qalubiya,533000.0,,
Shymkent,KAZ,Ongtustik Qazaqstan,397600.0,,
Sialkot,PK,Pakistan,302009.0,,
Sibiu,RO,Sibiu,184000.0,,
Sibu,MAL,Sarawak,126384.0,,
Sidi bel Abbes,DZ,Algeria,152778.0,,
Siedlce,PL,Siedleckie,,,
Siegen,D,Nordrhein Westfalen,111541.0,,
Sieradz,PL,Sieradzkie,,,
Siguatepeque,HCA,Francisco Morazan,32200.0,,
Siirt,TR,Siirt,,,
Silvassa,IND,Dadra and Nagar Haveli,,73.1,20.2
Simbirsk,R,Ulyanovskaya oblast,678000.0,,
Simferopol,UA,Krym,349000.0,,
Simi Valley,USA,California,100218.0,,
Simla,IND,Himachal Pradesh,,77.1,31.0
Sincelejo,CO,Sucre,180076.0,,
Singapore,SGP,Singapore,2558000.0,103.833,1.3
Singida,EAT,Singida,,,
Sinop,TR,Sinop,,,
Sinpo,NOK,North Korea,158000.0,,
Sinuiju,NOK,North Korea,289000.0,,
Sion,CH,VS,,,
Sioux Falls,USA,South Dakota,100836.0,-96.7333,43.5667
Siping,TJ,Jilin,317223.0,,
Siracusa,I,Sicilia,125444.0,,
Sirajganj,BD,Bangladesh,108000.0,,
Sirjan,IR,Kerman,107887.0,,
Sirnak,TR,Sirnak,,,
Sivas,TR,Sivas,240100.0,,
Skien,N,Telemark,47010.0,9.4,59.1
Skierniewice,PL,Skierniewickie,,,
Skikda,DZ,Algeria,128747.0,,
Skopje,MK,Macedonia,506926.0,21.4,42.0
Slatina,RO,Olt,,,
Slobozia,RO,Ialomita,,,
Slough,GB,Berkshire,103500.0,,
Slupsk,PL,Slupskie,,,
Smolensk,R,Smolenskaya oblast,355000.0,,
Soacha,CO,Cundinamarca,266817.0,,
Sobral,BR,Ceara,138274.0,,
Sochi,R,Krasnodarsky kray,355000.0,,
Sofia,BG,Bulgaria,1300000.0,23.3333,42.7
Sohag,ET,Sohag,142000.0,,
Sokoto,WAN,Nigeria,181000.0,,
Soledad,CO,Atlantico,264583.0,,
Soledad de Graciano Sanchez,MEX,San Luis Potosi,123943.0,,
Solihull,GB,West Midlands,202000.0,,
Solikamsk,R,Permskaya oblast,108000.0,,
Solingen,D,Nordrhein Westfalen,165973.0,,
Solothurn,CH,SO,,,
Solwezi,Z,Northwestern,,,
Songea,EAT,Ruvuma,,,
Songjin,NOK,North Korea,179000.0,,
Songkhla,THA,Thailand,243000.0,,
Songnam,ROK,South Korea,869243.0,,
Sorocaba,BR,Sao Paulo,431370.0,,
Sosnowiec,PL,Katowickie,259000.0,,
South Bend,USA,Indiana,105511.0,-86.3167,41.7
Southampton,GB,Hampshire,211700.0,,
Southend on Sea,GB,Essex,167500.0,,
Soweto,RSA,Gauteng,597000.0,,
Soyapango,ES,El Salvador,251811.0,,
Spokane,USA,Washington,177165.0,,
Springfield,USA,Illinois,105417.0,-89.6667,39.8333
Springfield,USA,Massachusetts,156983.0,,
Springfield,USA,Missouri,140494.0,-93.3833,37.2333
Srinagar,IND,Jammu and Kashmir,594775.0,74.3,34.0
St. Louis,USA,Missouri,396685.0,-90.3833,38.75
St. Paul,USA,Minnesota,272235.0,-93.0,45.0
St. Petersburg,USA,Florida,240318.0,-83.3333,27.7667
St. Polten,A,Lower Austria,51102.0,15.38,48.13
Stafford,GB,Staffordshire,121500.0,,
Stamford,USA,Connecticut,108056.0,,
Stanley,FALK,Falkland Islands,,-57.51,-51.42
Stans,CH,NW,,,
Stary Oskol,R,Belgorodskaya oblast,198000.0,,
Stavanger,N,Rogaland,95089.0,5.5,59.0
Stavropol,R,Stavropolsky kray,342000.0,,
Steinkjer,N,Nord Trondelag,20480.0,11.3,64.0
Sterling Heights,USA,Michigan,117810.0,,
Sterlitamak,R,Rep. of Bashkortostan,259000.0,,
Stirling,GB,Central,,,
Stockholm,S,Stockholm,711119.0,18.0667,59.35
Stockport,GB,Greater Manchester,291400.0,,
Stockton,USA,California,210943.0,-121.25,37.9
Stockton on Tees,GB,Cleveland,177800.0,,
Stoke on Trent,GB,Staffordshire,254200.0,,
Stornoway,GB,Outer Hebrides,8000.0,-6.4,58.2
Strasbourg,F,Alsace,252338.0,7.76667,48.5833
Stratford on Avon,GB,Warwickshire,108600.0,,
Stroud,GB,Gloucestershire,105400.0,,
Stuttgart,D,Baden Wurttemberg,588482.0,9.1,48.7
Suceava,RO,Suceava,,,
Sucre,BOL,Bolivia,110000.0,-65.1,-19.0
Suihua,TJ,Heilongjiang,227881.0,,
Sukabumi,RI,Indonesia,119981.0,,
Sukkur,PK,Pakistan,190551.0,,
Sullana,PE,Piura,147361.0,,
Sumare,BR,Sao Paulo,167751.0,,
Sumbawanga,EAT,Rukwa,,,
Sumbe,ANG,Cuanza Sul,,,
Sumy,UA,Sumska,296000.0,,
Sunchon,NOK,North Korea,356000.0,,
Sunderland,GB,Tyne and Wear,292200.0,,
Sunnyvale,USA,California,117324.0,,
Sunshine Coast,AUS,New South Wales,110000.0,,
Suqian,TJ,Jiangsu,105021.0,,
Surabaya,RI,Indonesia,2483871.0,112.717,-7.21667
Surakarta,RI,Indonesia,504176.0,,
Surat,IND,Gujarat,1505872.0,,
Surgut,R,Tyumenskaya oblast,263000.0,,
Surrey,CDN,British Columbia,245173.0,,
Sutton in Ashfield,GB,Derbyshire,109800.0,,
Suva,FJI,Fiji,69481.0,178.0,-19.0
Suwalki,PL,Suwalskie,,,
Suwon,ROK,South Korea,755502.0,,
Suzano,BR,Sao Paulo,180703.0,,
Suzhou,TJ,Anhui,151862.0,,
Suzhou,TJ,Jiangsu,706459.0,,
Svolvaer,N,Nordland,4500.0,14.3,68.2
Swale,GB,Kent,117200.0,,
Swansea,GB,Swansea,189300.0,,
Sydney,AUS,New South Wales,3657000.0,151.2,-33.8667
Syktyvkar,R,Rep. of Komi,229000.0,,
Sylhet,BD,Bangladesh,109000.0,,
Syracuse,USA,New York,163860.0,-76.1167,43.1167
Syzran,R,Samarskaya oblast,177000.0,,
Szczecin,PL,Szczecinskie,412000.0,,
Szeged,H,Szeged (munic.),178000.0,,
Szekesfehervar,H,Fejer,109000.0,,
Szekszard,H,Tolna,,,
Szolnok,H,Szolnok,,,
Szombathely,H,Vas,,,
Taboao da Serra,BR,Sao Paulo,182441.0,,
Tabora,EAT,Tabora,,,
Tabriz,IR,Azarbayian e Sharqi,1166203.0,46.2,38.1
Tacna,PE,Tacna,174336.0,,
Tacoma,USA,Washington,176664.0,,
Taegu,ROK,South Korea,2449139.0,,
Taejon,ROK,South Korea,1272143.0,,
Taganrog,R,Rostovskaya oblast,292000.0,,
Taian,TJ,Shandong,350696.0,,
Taichung,RC,Taiwan,857590.0,,
Tainan,RC,Taiwan,707658.0,120.2,22.95
Taipei,RC,Taiwan,2626138.0,121.517,25.0333
Taiping,MAL,Perak,183165.0,,
Taitung,RC,Taiwan,109189.0,,
Taiyuan,TJ,Shanxi,1960000.0,112.3,38.0
Taizhou,TJ,Jiangsu,152442.0,,
Takamatsu,J,Kagawa,,,
Takoradi,GH,Ghana,61484.0,,
Talara,PE,Piura,82228.0,,
Taldyqorghan,KAZ,Taldyqorghan,116100.0,,
Tallahassee,USA,Florida,124773.0,-84.1,30.2
Tallinn,EW,Estonia,478000.0,25.0,59.3
Tamale,GH,Ghana,135952.0,,
Tamatave,RM,Toamasina,230000.0,,
Tambacounda,SN,Tambacounda,,,
Tambov,R,Tambovskaya oblast,316000.0,,
Tameside,GB,Greater Manchester,221800.0,,
Tampa,USA,Florida,280015.0,,
Tampere,SF,Haeme,170097.0,23.5,61.3
Tampico,MEX,Tamaulipas,272690.0,,
Tanchon,NOK,North Korea,284000.0,,
Tanga,EAT,Tanga,187155.0,,
Tangail,BD,Bangladesh,114000.0,,
Tanger,MA,Morocco,526215.0,,
Tangshan,TJ,Hebei,1500000.0,,
Tanjung Balai,RI,Indonesia,108202.0,,
Tanta,ET,El Gharbiya,374000.0,,
Taoyuan,RC,Taiwan,260680.0,,
Tapachula,MEX,Chiapas,138858.0,,
Taranto,I,Puglia,244033.0,,
Tarawa,KIR,Kiribati,2100.0,173.0,1.4
Tarnobrzeg,PL,Tarnobrzeskie,,,
Tarnow,PL,Tarnowskie,120000.0,,
Tarragona,E,Catalonia,114630.0,,
Tarsus,TR,Icel,225000.0,,
Tashauz,TM,Dashhowuz,117000.0,,
Tashkent,UZB,Toshkent,2106000.0,69.3,41.3333
Tatabanya,H,Komarom Esztergom,,,
Taubate,BR,Sao Paulo,220179.0,,
Taunggyi,MYA,Shan,108200.0,,
Taunton,GB,Somerset,,,
Tavoy,MYA,Tanintharyi,,,
Tawai,MAL,Sabah,244765.0,,
Tbilisi,GE,Georgia,1200000.0,44.8,41.7167
Tebessa,DZ,Algeria,107559.0,,
Tebing Tinggi,RI,Indonesia,116767.0,,
Tegal,RI,Indonesia,229713.0,,
Tegucigalpa,HCA,Francisco Morazan,670100.0,-87.2167,14.1
Tehran,IR,Tehran,6750043.0,51.4167,35.6833
Tehuacan,MEX,Puebla,139450.0,,
Tekirdag,TR,Tekirdag,,,
Tel Aviv,IL,Tel Aviv,,34.7833,32.1
Tela,HCA,Atlantida,24000.0,,
Tema,GH,Ghana,131528.0,,
Tembisa,RSA,Gauteng,209000.0,,
Temirtau,KAZ,Qaraghandy,206100.0,,
Tempe,USA,Arizona,141993.0,,
Tengxian,TJ,Shandong,315083.0,,
Teofilo Otoni,BR,Minas Gerais,127214.0,,
Tepic,MEX,Nayarit,206967.0,-104.5,21.3
Teresina,BR,Piaui,653994.0,-42.5,-5.0
Teresopolis,BR,Rio de Janeiro,122614.0,,
Termiz,UZB,Surkhondare,,,
Terni,I,Umbria,109809.0,,
Ternopil,UA,Ternopilska,212000.0,,
Terrassa,E,Catalonia,161428.0,,
Tete,MOC,Tete,112221.0,,
Tetouan,MA,Morocco,367349.0,,
Thai Nguyen,VN,Vietnam,171815.0,,
Thane,IND,Maharashtra,803389.0,,
The Valley,AXA,Anguilla,,-63.03,18.13
Thessaloniki,GR,Kedriki Makedhonia,406413.0,22.95,40.6167
Thies,SN,Thies,156000.0,,
Thika,EAK,Central,57100.0,,
Thimphu,BHT,Bhutan,20000.0,90.0,27.0
Thousand Oaks,USA,California,104381.0,,
Thunder Bay,CDN,Ontario,113746.0,-89.3167,48.3667
Tianjin,TJ,Tianjin (munic.),5770000.0,117.2,39.1
Tianmen,TJ,Hubei,186332.0,,
Tianshui,TJ,Gansu,244974.0,,
Tieling,TJ,Liaoning,254842.0,,
Tijuana,MEX,Baja California,698752.0,,
Tilburg,NL,Noord Brabant,237958.0,,
Timisoara,RO,Timis,333000.0,,
Timon,BR,Maranhao,118332.0,,
Tirane,AL,Albania,192000.0,19.8,41.3
Tirgoviste,RO,Dimbovita,,,
Tirgu Jiu,RO,Gorj,,,
Tirgu Mures,RO,Mures,165000.0,,
Tiruchchirappalli,IND,Tamil Nadu,387223.0,,
Tlaquepaque,MEX,Jalisco,328031.0,,
Tlaxcala,MEX,Tlaxcala,116800.0,-98.1,19.2
Tlemcen,DZ,Algeria,107632.0,,
Toensberg,N,Vestfold,8984.0,10.2,59.2
Tokat,TR,Tokat,,,
Tokchon,NOK,North Korea,217000.0,,
Tokushima,J,Tokushima,,,
Tokyo,J,Tokyo,7843000.0,139.767,35.6833
Toledo,E,Castile La Mancha,,,
Toledo,USA,Ohio,332943.0,-83.8,41.6
Toliara,RM,Toliara,150000.0,,
Toluca,MEX,"Mexico, Estado de",327865.0,,
Toluca de Lerdo,MEX,"Mexico, Estado de",136100.0,-99.4,19.2
Tolyatti,R,Samarskaya oblast,702000.0,,
Tomsk,R,Tomskaya oblast,470000.0,,
Tonala,MEX,Chiapas,151190.0,,
Tonbridge,GB,Kent,102100.0,,
Tongchuan,TJ,Shaanxi,280657.0,,
Tonghua,TJ,Jilin,324600.0,,
Tongi,BD,Bangladesh,181000.0,,
Tongliao,TJ,Nei Monggol,255129.0,,
Tongling,TJ,Anhui,228017.0,,
Topeka,USA,Kansas,119883.0,-95.6333,39.0667
Toronto,CDN,Ontario,635395.0,-79.5,43.5
Torrance,USA,California,133107.0,,
Torre del Greco,I,Campania,102647.0,,
Torreon,MEX,Coahuila,439436.0,,
Torshavn,FARX,Faroe Islands,,-7.0,62.0
Torun,PL,Torunskie,201000.0,,
Tottori,J,Tottori,,,
Toulon,F,Provence Cote dAzur,167619.0,,
Toulouse,F,Midi Pyrenees,358688.0,1.2,43.4
Tours,F,Centre,129509.0,,
Townsville,AUS,Queensland,114000.0,,
Toyama,J,Toyama,,,
Trabzon,TR,Trabzon,145400.0,,
Trafford,GB,Greater Manchester,218100.0,,
Trento,I,Trentino Alto Adige,102124.0,11.5,46.0
Trenton,USA,New Jersey,92124.0,-74.7667,40.2167
Trieste,I,Friuli Venezia Giulia,231047.0,13.45,45.39
Tripoli,GR,Peloponnisos,,,
Tripoli,LAR,Libya,,22.3,37.3
Trivandrum,IND,Kerala,699872.0,77.0,8.2
Tromsoe,N,Troms,48109.0,19.0,69.4
Trondheim,N,Soer Trondelag,134426.0,10.2,63.3
Trowbridge,GB,Wiltshire,,,
Trujillo,HCA,Colon,,,
Trujillo,PE,La Libertad,509312.0,,
Trujillo,YV,Trujillo,,,
Truro,GB,Cornwall,,,
Tshikapa,ZRE,Kasai Occidental,180860.0,,
Tsu,J,Mie,,,
Tucson,USA,Arizona,411480.0,,
Tucupita,YV,Delta Amacuro,,,
Tula,R,Tulskaya oblast,532000.0,,
Tulcea,RO,Tulcea,,,
Tulsa,USA,Oklahoma,367302.0,-95.9,36.2
Tulua,CO,Valle de Cauca,138124.0,,
Tumaco,CO,Narino,114802.0,,
Tumbes,PE,Tumbes,,,
Tunbridge Wells,GB,Kent,101800.0,,
Tunceli,TR,Tunceli,,,
Tunis,TN,Tunisia,,10.2,36.7833
Tunja,CO,Boyaca,120210.0,,
Turbo,CO,Antioquia,127045.0,,
Turin,I,Piemonte,991870.0,7.39,45.5
Turku,SF,Turku-Pori,161292.0,22.1,60.3
Turmero,YV,Aragua,174280.0,,
Tuxtla Gutierrez,MEX,Chiapas,289626.0,-93.1,16.5
Tver,R,Tverskaya oblast,455000.0,,
Tychy,PL,Katowickie,190000.0,,
Tyumen,R,Tyumenskaya oblast,494000.0,,
Uberaba,BR,Minas Gerais,232134.0,,
Uberlandia,BR,Minas Gerais,437111.0,,
Ubon Ratchathani,THA,Thailand,137000.0,,
Ufa,R,Rep. of Bashkortostan,1094000.0,,
Uige,ANG,Uige,,,
Ujjain,IND,Madhya Pradesh,362633.0,,
Ujung Pandang,RI,Indonesia,944685.0,,
Ukhta,R,Rep. of Komi,106000.0,,
Ulaanbaatar,MNG,Mongolia,479500.0,107.0,48.0
Ulan Ude,R,Rep. of Buryatiya,366000.0,,
Ulanhot,TJ,Nei Monggol,159538.0,,
Ulhasnagar,IND,Maharashtra,369077.0,,
Ulm,D,Baden Wurttemberg,115123.0,,
Ulsan,ROK,South Korea,967394.0,,
Umea,S,Vasterbotten,85698.0,20.1,63.5
Uppsala,S,Uppsala,183472.0,17.4,59.5
Urawa,J,Saitama,,,
Urfa,TR,Sanliurfa,357900.0,,
Urganch,UZB,Khorazm,135000.0,,
Uruapan,MEX,Michoacan,187623.0,,
Uruguaiana,BR,Rio Grande do Sul,121825.0,,
Urumqi,TJ,Xinjiang Uygur,1160000.0,88.0,44.0
Usak,TR,Usak,119900.0,,
Ushuaia,RA,Tierra del Fuego,3000.0,-68.3,-54.5
Usolye Sibirskoye,R,Irkutskaya oblast,106000.0,,
Ussuriysk,R,Primorsky kray,162000.0,,
Ust Ilimsk,R,Irkutskaya oblast,110000.0,,
Usti nad Labem,CZ,Severocesky,,,
Utrecht,NL,Utrecht,547070.0,,
Utsonomiya,J,Tochigi,,,
Uvira,ZRE,Kivu,115590.0,,
Uzhhorod,UA,Zakarpatska,,,
Vaasa,SF,Vaasa,54275.0,21.3,63.0
Vadodara,IND,Gujarat,1061598.0,,
Vadsoe,N,Finnmark,5961.0,29.5,70.5
Vaduz,FL,Liechtenstein,27714.0,9.3,47.08
Valencia,E,Valencia,764293.0,-0.383333,39.4667
Valencia,YV,Carabobo,903621.0,,
Valladolid,E,Castile and Leon,336917.0,,
Valledupar,CO,Cesar,265505.0,,
Vallejo,USA,California,109199.0,,
Valletta,M,Malta,9302.0,14.5,35.9
Valparaiso,RCH,Chile,267000.0,-71.3,-33.1
Van,TR,Van,194600.0,,
Vancouver,CDN,British Columbia,471844.0,-122.4,48.5
Vanersborg,S,Alvsborg,35804.0,12.2,58.2
Varanasi,IND,Uttar Pradesh,932399.0,,
Varginha,BR,Minas Gerais,100079.0,,
Varzea Grande,BR,Mato Grosso,190374.0,,
Vaslui,RO,Vaslui,,,
Vasteras,S,Vastmanland,123728.0,16.3,59.4
Vatican City,V,Holy See,392.0,12.3,41.5
Vaughan,CDN,Ontario,111359.0,,
Vaxjo,S,Kronoberg,66925.0,15.0,56.5
Velikiye Luki,R,Pskovskaya oblast,116000.0,,
Velsen,NL,Noord Holland,134973.0,,
Venice,I,Veneto,317837.0,12.2,45.27
Veracruz Llave,MEX,Veracruz,438821.0,,
Verona,I,Veneto,258946.0,,
Veszprem,H,Veszprem,,,
Viamao,BR,Rio Grande do Sul,195880.0,,
Viana do Castelo,P,Viana do Castelo,,,
Vicente Lopez,RA,Buenos Aires,289142.0,,
